date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:03:17	1925/1925	---MCZ	200	added ('OK')	text/html	etag:W/%2268e1af2c-785%22	https://latarairlines.onrender.com/	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/index.html	(from )
18:03:17	122/122	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Oct%202025%2023:03:17%20GMT	https://latarairlines.onrender.com/robots.txt		(from )
18:03:18	2283/2283	---MCZ	200	added ('OK')	text/html	etag:W/%2268e1af2c-8eb%22	https://latarairlines.onrender.com/ofertas/	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/index.html	(from https://latarairlines.onrender.com/)
18:03:18	98454/98454	---MCZ	200	added ('OK')	text/html	etag:W/%2268e1af2c-18096%22	https://latarairlines.onrender.com/ofertas/indexx.html	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/indexx.html	(from https://latarairlines.onrender.com/ofertas/)
18:03:19	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Oct%202025%2023:03:19%20GMT	https://latarairlines.onrender.com/ofertas/assets/favicon.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/favicon.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:19	7470/7470	---MCZ	200	added ('OK')	text/css	etag:W/%2268e1af2c-1d2e%22	https://latarairlines.onrender.com/ofertas/css/normalize.css	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/css/normalize.css	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:19	14622/14622	---MCZ	200	added ('OK')	text/css	etag:W/%2268e1af2c-391e%22	https://latarairlines.onrender.com/ofertas/css/utils.css	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/css/utils.css	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:20	5762/5762	---MCZ	200	added ('OK')	text/css	etag:W/%2268e1af2c-1682%22	https://latarairlines.onrender.com/ofertas/css/main.css	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/css/main.css	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:20	7980/7980	---MCZ	200	added ('OK')	text/css	etag:W/%2268e1af2c-1f2c%22	https://latarairlines.onrender.com/ofertas/css/hotel-datepicker.css	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/css/hotel-datepicker.css	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:20	3585/3585	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268e1af2c-e01%22	https://latarairlines.onrender.com/ofertas/js/functions.js	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/js/functions.js	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:20	7064/7064	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-1b98%22	https://latarairlines.onrender.com/ofertas/assets/media/info_icon.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/info_icon.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:21	53429/53429	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-d0b5%22	https://latarairlines.onrender.com/ofertas/assets/logos/LATAM_navbar.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/logos/LATAM_navbar.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:21	643/643	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-283%22	https://latarairlines.onrender.com/ofertas/assets/media/hamburger_a.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/hamburger_a.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:21	4988/4988	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-137c%22	https://latarairlines.onrender.com/ofertas/assets/media/left_gray_arrow.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/left_gray_arrow.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:22	8257/8257	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-2041%22	https://latarairlines.onrender.com/ofertas/assets/media/right_red_arrow.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/right_red_arrow.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:22	957/957	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-3bd%22	https://latarairlines.onrender.com/ofertas/assets/media/red_down_arrow.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/red_down_arrow.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:22	1821/1821	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-71d%22	https://latarairlines.onrender.com/ofertas/assets/media/takeoff_icon.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/takeoff_icon.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:22	3388/3388	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-d3c%22	https://latarairlines.onrender.com/ofertas/assets/media/mappoint_icon.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/mappoint_icon.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:23	158849/158849	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-26c81%22	https://latarairlines.onrender.com/ofertas/assets/media/main_banner.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/main_banner.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:23	35402/35402	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-8a4a%22	https://latarairlines.onrender.com/ofertas/assets/media/index_menu_icon_1.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/index_menu_icon_1.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:23	570/570	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-23a%22	https://latarairlines.onrender.com/ofertas/assets/media/gray_right_arrow.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/gray_right_arrow.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:23	34939/34939	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-887b%22	https://latarairlines.onrender.com/ofertas/assets/media/index_menu_icon_2.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/index_menu_icon_2.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:24	45026/45026	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-afe2%22	https://latarairlines.onrender.com/ofertas/assets/media/index_menu_icon_3.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/index_menu_icon_3.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:24	28876/28876	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-70cc%22	https://latarairlines.onrender.com/ofertas/assets/media/index_menu_icon_4.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/index_menu_icon_4.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:24	13934/13934	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268e1af2c-366e%22	https://latarairlines.onrender.com/ofertas/js/fecha.js	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/js/fecha.js	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:24	107423/107423	---M--	200	added ('OK')	image/png	etag:%2268e1af2c-1a39f%22	https://latarairlines.onrender.com/ofertas/assets/media/ltpass.png	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/media/ltpass.png	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:24	86012/86012	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268e1af2c-14ffc%22	https://latarairlines.onrender.com/ofertas/js/hotel-datepicker.js	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/js/hotel-datepicker.js	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:25	14951/14951	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268e1af2c-3a67%22	https://latarairlines.onrender.com/ofertas/js/index.js	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/js/index.js	(from https://latarairlines.onrender.com/ofertas/indexx.html)
18:03:25	34672/34672	---M--	200	added ('OK')	application/octet-stream	etag:%2268e1af2c-8770%22	https://latarairlines.onrender.com/ofertas/assets/fonts/GLatam-Regular.ttf	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/fonts/GLatam-Regular.ttf	(from https://latarairlines.onrender.com/ofertas/css/normalize.css)
18:03:25	153/153	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2007%20Oct%202025%2023:03:25%20GMT	https://latarairlines.onrender.com/ofertas/assets/fonts/GLatam-RegularItalic.ttf	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/fonts/GLatam-RegularItalic.ttf	(from https://latarairlines.onrender.com/ofertas/css/normalize.css)
18:03:26	35284/35284	---M--	200	added ('OK')	application/octet-stream	etag:%2268e1af2c-89d4%22	https://latarairlines.onrender.com/ofertas/assets/fonts/GLatam-Light.ttf	C:/Mis%20lugares%20Web/vuelalatam/latarairlines.onrender.com/ofertas/assets/fonts/GLatam-Light.ttf	(from https://latarairlines.onrender.com/ofertas/css/normalize.css)
